1,53.48,58.3,46.88,58.3,0.0,0.0,2014-01-14T02:41:05.000-03:00,false,false,17.633333,39.86667,Installation: KHome,Installation: Prima S.A.,admin@admin.com
2,52.21,54.36,48.559998,54.36,0.0,0.0,2014-01-14T02:50:08.000-03:00,false,false,19.933334,27.233332,Installation: KHome,Installation: Prima S.A.,admin@admin.com
3,51.73,56.440002,53.320004,56.440002,0.0,0.0,2014-01-14T02:59:13.000-03:00,false,false,19.8,34.13333,Installation: KHome,Installation: Prima S.A.,admin@admin.com
4,52.12,53.100002,33.98,53.100002,0.0,0.0,2014-01-14T03:08:18.000-03:00,false,false,15.333334,32.033333,Installation: KHome,Installation: Prima S.A.,admin@admin.com
5,50.770004,51.31,48.8,51.31,0.0,0.0,2014-01-14T03:17:23.000-03:00,false,false,17.833332,29.466667,Installation: KHome,Installation: Prima S.A.,admin@admin.com
6,52.530003,54.49,54.63,54.49,0.0,0.0,2014-01-14T03:26:28.000-03:00,false,false,21.633333,35.666664,Installation: KHome,Installation: Prima S.A.,admin@admin.com
7,52.469997,58.05,57.68,58.05,0.0,0.0,2014-01-14T03:35:33.000-03:00,false,false,24.6,39.7,Installation: KHome,Installation: Prima S.A.,admin@admin.com
8,49.69,59.69,47.960003,59.69,0.0,0.0,2014-01-14T03:44:38.000-03:00,false,false,20.366667,37.933334,Installation: KHome,Installation: Prima S.A.,admin@admin.com
9,50.950005,57.480003,46.59,57.480003,0.0,0.0,2014-01-14T03:53:42.000-03:00,false,false,22.333332,35.966667,Installation: KHome,Installation: Prima S.A.,admin@admin.com
10,53.13,58.84,52.460003,58.84,0.0,0.0,2014-01-14T04:02:47.000-03:00,false,false,21.333334,0.13333333,Installation: KHome,Installation: Prima S.A.,admin@admin.com
11,52.21,52.62,49.42,52.62,0.0,0.0,2014-01-14T04:11:52.000-03:00,false,false,17.866667,0.23333332,Installation: KHome,Installation: Prima S.A.,admin@admin.com
12,52.51,53.13,46.51,53.13,0.0,0.0,2014-01-14T04:20:57.000-03:00,false,false,16.733334,5.5333333,Installation: KHome,Installation: Prima S.A.,admin@admin.com
13,52.52,57.77,46.8,57.77,0.0,0.0,2014-01-14T04:30:02.000-03:00,false,false,22.033333,40.56667,Installation: KHome,Installation: Prima S.A.,admin@admin.com
14,53.05,56.1,53.890003,56.1,0.0,0.0,2014-01-14T04:39:07.000-03:00,false,false,19.300001,2.5666666,Installation: KHome,Installation: Prima S.A.,admin@admin.com
15,53.26,57.230003,47.920002,57.230003,0.0,0.0,2014-01-14T04:48:12.000-03:00,false,false,18.433334,76.433334,Installation: KHome,Installation: Prima S.A.,admin@admin.com
16,53.02,57.760002,51.920002,57.760002,0.0,0.0,2014-01-14T04:57:16.000-03:00,false,false,24.466667,33.3,Installation: KHome,Installation: Prima S.A.,admin@admin.com
